accuracy,loss
1.0,0.0006022176457918249
1.0,0.00046354618655944553
1.0,0.0006031801468149449
1.0,0.0006070057090255432
1.0,0.0004505140508020607
1.0,0.0004899845288794798
1.0,0.0004850542328010003
1.0,0.00055985297949519
1.0,0.0005890142007653291
1.0,0.0005082305568066658
1.0,0.0005809118641385188
1.0,0.0005076023512325871
1.0,0.0004905869369395077
1.0,0.0004661467190696082
1.0,0.0004212741771577081
1.0,0.00042258117803915715
1.0,0.00039568338252138346
1.0,0.00041857891289206843
1.0,0.0005462649831315502
1.0,0.0005432992567269442
1.0,0.0005656780709008065
1.0,0.0005621184349971979
1.0,0.0004662787158546659
1.0,0.0005339968466917829
1.0,0.0005751148693282933
1.0,0.0006230331739061512
1.0,0.000541508846799843
1.0,0.00046758001796357956
1.0,0.0003922776399122085
1.0,0.0005628251145632627
1.0,0.0004654953120431552
1.0,0.00043218440405325966
1.0,0.0005184891808312387
1.0,0.000431843952780279
1.0,0.0003907016873805939
1.0,0.00041688956844154745
1.0,0.0004212888724093015
1.0,0.0003923911082286698
1.0,0.00046574869241643077
1.0,0.00044851506099803374
1.0,0.0003731639408215415
1.0,0.00035034290437276164
1.0,0.0004008965338774336
1.0,0.0004823312247026479
1.0,0.00046725106755426775
1.0,0.0004205911832589967
1.0,0.0004713508945618135
1.0,0.0005352402292677046
1.0,0.00041964228609382795
1.0,0.0003699290925093616
