accuracy,loss
0,0.43659545964882024
0,0.010926035092380203
0,0.009908081513264628
0,0.009577511105930707
0,0.009451410876678638
0,0.009310642428329734
0,0.009227450964514348
0,0.009228124768763292
0,0.009151898051199854
0,0.009101513199141768
0,0.009040039160945377
0,0.008899652541111238
0,0.008770827376512719
0,0.00868766651656784
0,0.008890185514312298
0,0.008633110802009946
0,0.008561806000585927
0,0.008734814758549949
0,0.00859835997040643
0,0.00844369023336006
0,0.008579701869214168
0,0.008300468026370298
0,0.008741282783143345
0,0.00866138101479069
0,0.008429573974037756
0,0.008493358481553246
0,0.008563175602037398
0,0.008177380196628023
0,0.007947178368197113
0,0.007984929455474752
0,0.008068720930729245
0,0.007993267081128281
0,0.007820915816290701
0,0.007919248652293301
0,0.008320390791861249
0,0.007584971103237056
0,0.007702713178043238
0,0.00789191664853057
0,0.007811715835552724
0,0.007624906447303833
0,0.007772116753135304
0,0.0076516523270211256
0,0.007478913280838093
0,0.007416527547308656
0,0.00753770487566219
0,0.007443884222722444
0,0.007366480861530929
0,0.0075774540017801715
0,0.007306155313539212
0,0.00740548680902871
