loss_train,loss_test,acc_train,acc_test
1.1194,0.2997,0.69905,0.9115
0.2724,0.1611,0.9186666666666666,0.9526
0.1807,0.1158,0.9457666666666666,0.9629
0.1429,0.0837,0.9572333333333334,0.9732
0.1236,0.0785,0.9626,0.9746
0.1106,0.0635,0.9661666666666666,0.978
0.0995,0.0567,0.9694,0.9807
0.0934,0.0505,0.9715333333333334,0.9838
0.0873,0.0477,0.9728,0.9842
0.0823,0.0479,0.97465,0.9837
0.0771,0.0437,0.9756,0.9858
0.0712,0.0397,0.9777333333333333,0.9876
0.0694,0.0369,0.9785333333333334,0.987
0.0667,0.0362,0.97925,0.9875
0.063,0.0368,0.9813166666666666,0.9877
0.0603,0.0364,0.9809666666666667,0.9888
0.0599,0.0358,0.9812,0.9881
0.0581,0.0303,0.9818166666666667,0.9894
0.055,0.0321,0.98265,0.9891
0.0544,0.0308,0.9830333333333333,0.9892
0.0509,0.0279,0.9838,0.9909
0.0511,0.0298,0.9834666666666667,0.9897
0.0492,0.0306,0.9844833333333334,0.9903
0.0489,0.0288,0.9847666666666667,0.9907
0.0461,0.0276,0.98555,0.9907
0.0441,0.0254,0.9863666666666666,0.9913
0.0436,0.0266,0.9861833333333333,0.9912
0.0422,0.0259,0.9866833333333334,0.9907
0.0415,0.0258,0.9872333333333333,0.991
0.0415,0.0254,0.9864166666666667,0.9909
0.0387,0.0271,0.9876833333333334,0.9909
0.038,0.0244,0.98815,0.992
0.038,0.0266,0.9876333333333334,0.9906
0.0386,0.0259,0.9874,0.9913
0.0359,0.0245,0.98825,0.9915
0.0356,0.0256,0.9883166666666666,0.9916
0.0356,0.0255,0.9888666666666667,0.9921
0.0337,0.0244,0.9891666666666666,0.9917
0.0341,0.0267,0.9889333333333333,0.9908
0.0349,0.0257,0.98815,0.9917
0.0327,0.024,0.9891666666666666,0.9918
0.0321,0.024,0.9899333333333333,0.9917
0.0315,0.0261,0.98945,0.9915
0.0297,0.024,0.9901666666666666,0.9916
0.0304,0.0252,0.9902666666666666,0.9916
0.0302,0.0254,0.99035,0.9915
0.0297,0.0247,0.9905333333333334,0.9923
0.027,0.024,0.9912666666666666,0.992
