train_loss,val_loss
0.000484399481340208,0.00032880515209399164
0.00030611956673156883,0.00028096687553140026
0.0003091925949168702,0.0003199482647081216
0.00033894525000101165,0.00037661038610773784
0.0003564837421031876,0.0003629540539501856
0.00034388533094897866,0.00036259039188735187
0.0003392166852588869,0.0003685178041147689
0.00034424067255006067,0.0003778408281505108
0.00034491341405858594,0.0003765638102777302
0.00034480113794820174,0.00037950341356918216
0.00033934898157086637,0.000374197067382435
0.0003335444133780483,0.00037913726797948283
0.00033135876098337275,0.00038119254168123007
0.0003344895829084433,0.0003839556690460692
0.0003362395574286994,0.00038529002146484953
0.0003381069659048484,0.00038644658828464645
0.00033939290571854345,0.00038860646115305525
0.0003397090088886519,0.0003886771931623419
0.00034054506169114675,0.00038952191243879497
0.00034088173480187025,0.00038943643448874354
0.00034008317420052155,0.0003890557175812622
0.0003399166711864786,0.00038916768001702923
0.00033979789845438465,0.00038903759559616446
0.0003397495149531298,0.0003890255078052481
0.0003397231695190486,0.0003889891862248381
0.0003397764456975791,0.000389170745620504
0.00033976937346677814,0.00038924407757197815
0.0003397865026878814,0.00038935168413445354
0.0003398009446553058,0.0003894278100536515
0.0003398582403961983,0.0003895107365678996
0.0003397641024397065,0.00038949778536334634
0.00033974495535302494,0.00038950954331085086
0.00033974855129296583,0.00038949465185093385
0.0003397398460139003,0.00038949947338551283
0.0003397463879082352,0.0003895155678037554
0.0003397447419249349,0.000389526355623578
0.0003397501002634979,0.0003895439052333434
0.0003397555685498648,0.0003895496968956043
0.00033975818142708804,0.00038956489879637957
0.0003397657484230068,0.0003895734262187034
0.0003397508569630898,0.0003895717381965369
0.00033974988360164896,0.0003895714277556787
0.00033974759733407863,0.000389571679988876
0.0003397467694917901,0.00038957254340251285
0.00033974776225578453,0.0003895711755224814
0.0003397490395905657,0.0003895724948961288
0.00033974996767938137,0.00038957221355910104
0.0003397506370674819,0.00038957878132350743
0.00033975178505190543,0.0003895791887771338
0.0003397515295849492,0.0003895799648792793
